1.677089e+00,9.653418e+00,2.168357e-01,-3.305105e-03,-1.139340e-03,-1.054144e-02
1.599285e+00,9.645357e+00,2.192851e-01,2.334194e-03,-1.722653e-03,-1.516796e-02
1.535950e+00,9.650814e+00,2.448643e-01,-5.992656e-03,-6.329662e-03,-1.410744e-02
1.529706e+00,9.646471e+00,2.635292e-01,-5.042276e-04,5.051328e-03,-7.983089e-03
1.643437e+00,9.630000e+00,2.267185e-01,-5.653763e-04,-3.372616e-03,-6.666667e-03
1.529302e+00,9.654651e+00,2.067447e-01,-2.706074e-03,-9.739998e-03,-6.209629e-03
1.544904e+00,9.654981e+00,2.549808e-01,-1.111111e-03,2.875797e-03,-1.895435e-03
1.674755e+00,9.655245e+00,2.062254e-01,-2.218785e-04,2.267285e-03,-2.088751e-03
1.639583e+00,9.632604e+00,2.186979e-01,-9.958202e-04,-5.146755e-03,-4.150935e-03
1.581630e+00,9.646123e+00,2.383697e-01,3.333333e-03,4.851534e-03,-4.694683e-03
1.613561e+00,9.653219e+00,2.532195e-01,1.664560e-03,-1.685627e-03,-3.886782e-03
1.587704e+00,9.635901e+00,2.081976e-01,6.884041e-05,2.605677e-03,-1.111111e-03
1.629891e+00,9.654946e+00,2.049456e-01,-2.245530e-03,4.092159e-04,-7.252025e-04
1.530000e+00,9.632718e+00,2.400000e-01,2.222222e-03,-4.955086e-03,0
1.583099e+00,9.647355e+00,2.452894e-01,-1.644414e-03,1.688919e-03,5.778082e-04
1.622851e+00,9.634570e+00,2.100000e-01,1.797125e-03,-4.270500e-03,5.120694e-04
1.524729e+00,9.634946e+00,2.550542e-01,-6.268923e-04,1.111111e-03,1.111111e-03
1.585118e+00,9.672227e+00,2.300000e-01,-2.499381e-03,6.389508e-03,6.666667e-03
1.635310e+00,9.665930e+00,2.087601e-01,1.804473e-03,2.773446e-03,9.164501e-03
1.624935e+00,9.624935e+00,2.125326e-01,-9.800671e-06,3.372536e-03,6.125812e-03
1.638640e+00,9.650680e+00,2.577997e-01,-4.507331e-03,-1.823883e-03,6.666667e-03
1.556783e+00,9.610000e+00,2.678610e-01,3.333333e-03,4.170047e-03,9.307246e-03
1.720242e+00,9.650000e+00,2.453636e-01,4.552996e-03,7.769247e-03,1.000000e-02
1.451567e+00,9.620313e+00,3.252351e-01,1.384682e-02,-8.030185e-03,8.720617e-03
1.469477e+00,9.630422e+00,2.326306e-01,1.165883e-02,2.341168e-02,2.057906e-02
1.861167e+00,9.643722e+00,1.300000e-01,7.853146e-03,1.520726e-02,1.287199e-02
1.773690e+00,9.656052e+00,1.905163e-01,6.666667e-03,-7.926129e-04,4.801847e-03
1.514695e+00,9.641219e+00,1.900000e-01,3.880454e-03,-2.188484e-03,2.803082e-03
1.536418e+00,9.650567e+00,2.088657e-01,2.927562e-03,6.772871e-03,7.777778e-03
1.631364e+00,9.642879e+00,2.184855e-01,3.329807e-03,5.557319e-03,1.000000e-02
1.640269e+00,9.636577e+00,2.031540e-01,1.600982e-03,6.089216e-03,1.106732e-02
1.685887e+00,9.670000e+00,2.441128e-01,3.589008e-04,2.222222e-03,1.071780e-02
1.635388e+00,9.625388e+00,2.300000e-01,1.258714e-04,3.982164e-04,1.222222e-02
1.851303e+00,9.629566e+00,2.128506e-01,6.368059e-04,5.243751e-03,7.777778e-03
1.724059e+00,9.655941e+00,1.787455e-01,1.501352e-03,-6.836488e-03,2.204198e-04
1.591524e+00,9.634275e+00,2.514497e-01,2.814567e-03,-3.074881e-03,-2.925864e-03
1.587845e+00,9.620000e+00,2.221551e-01,3.760074e-03,1.350244e-02,4.358568e-03
1.588741e+00,9.720000e+00,3.287656e-01,1.068544e-02,-8.557107e-04,7.692644e-03
1.551029e+00,9.657002e+00,3.580090e-01,1.823944e-02,-1.388110e-02,1.360722e-02
1.704162e+00,9.671676e+00,2.022351e-01,2.756677e-02,-1.574443e-02,2.368895e-02
1.598486e+00,9.685126e+00,2.366407e-01,3.303478e-02,-2.602028e-02,2.688213e-02
1.678927e+00,9.644732e+00,1.959117e-01,4.251605e-02,-1.627159e-02,3.683211e-02
1.858637e+00,9.721363e+00,9.000000e-02,4.286266e-02,-1.299379e-02,4.316356e-02
1.631093e+00,9.506912e+00,2.800000e-01,5.194472e-02,-2.121503e-02,3.590271e-02
1.720704e+00,9.594927e+00,2.060557e-01,4.545232e-02,7.104097e-04,3.804129e-02
1.745011e+00,9.644989e+00,1.549672e-01,4.894083e-02,2.829437e-02,3.945743e-02
1.729226e+00,9.560774e+00,1.577036e-01,4.677575e-02,3.272324e-02,3.705860e-02
1.731951e+00,9.605244e+00,1.452439e-01,2.822749e-02,2.910057e-02,3.477514e-02
1.738199e+00,9.664262e+00,1.504922e-01,2.382263e-02,2.291539e-02,3.034658e-02
1.690497e+00,9.650000e+00,3.425418e-02,2.944946e-02,1.833835e-02,3.334336e-02
1.532951e+00,9.706339e+00,6.562853e-02,3.624798e-02,1.694039e-02,3.231346e-02
1.893042e+00,9.554087e+00,5.695824e-02,3.916728e-02,5.638581e-02,4.305494e-02
1.846823e+00,9.638504e+00,5.327560e-03,2.788831e-02,4.183247e-02,3.909686e-02
1.806755e+00,9.634415e+00,2.558486e-02,2.156416e-02,2.551254e-02,1.893190e-02
1.925586e+00,9.556034e+00,1.483794e-01,1.774035e-02,4.183510e-02,1.383274e-02
1.691004e+00,9.639749e+00,1.105021e-01,1.587387e-02,1.746145e-02,8.888889e-03
1.537471e+00,9.642529e+00,6.747075e-02,1.868240e-02,6.677907e-03,1.089339e-02
1.800000e+00,9.613886e+00,5.259085e-02,1.605055e-02,3.605055e-02,2.253028e-02
1.797261e+00,9.610000e+00,6.089094e-02,1.604539e-02,3.493428e-02,2.418158e-02
1.860421e+00,9.624874e+00,1.200000e-01,9.222672e-03,3.755376e-02,1.811156e-02
1.994627e+00,9.600747e+00,3.925307e-02,7.956666e-03,2.609222e-02,1.351222e-02
1.907154e+00,9.606423e+00,-1.642290e-02,6.667796e-03,-1.664973e-03,2.224481e-03
1.791298e+00,9.603740e+00,-3.503874e-02,3.058616e-03,-1.270910e-02,-1.111111e-03
1.850705e+00,9.578590e+00,5.352563e-03,-1.424414e-02,1.202192e-02,-2.550077e-03
1.755615e+00,9.694452e+00,3.993285e-02,-1.667565e-02,1.297494e-02,-5.179197e-03
1.749863e+00,9.581768e+00,1.045579e-01,-1.010407e-02,2.182277e-02,4.149061e-03
1.717046e+00,9.650000e+00,1.015913e-01,-1.314980e-02,2.192461e-02,1.270337e-02
1.699679e+00,9.602591e+00,9.612420e-02,-1.525823e-02,2.569652e-02,1.458541e-02
1.600000e+00,9.546016e+00,1.187602e-01,-1.073424e-02,1.397662e-02,2.211176e-02
1.637766e+00,9.708894e+00,1.277662e-01,-1.265301e-02,2.116102e-02,3.797741e-02
1.730708e+00,9.645884e+00,9.694586e-02,-7.340216e-03,2.849853e-02,5.284857e-02
1.835190e+00,9.596217e+00,1.355132e-01,-2.752902e-03,2.671642e-02,6.276949e-02
2.075368e+00,9.616463e+00,9.938951e-02,-9.360870e-03,2.458213e-02,5.936087e-02
1.926391e+00,9.585199e+00,1.662003e-01,-6.856441e-03,-1.585250e-02,4.075910e-02
1.790371e+00,9.569258e+00,2.144434e-01,-2.872607e-03,-1.233060e-02,4.111111e-02
2.102151e+00,9.590538e+00,-5.268878e-03,-1.493196e-03,1.614581e-02,4.149320e-02
1.931090e+00,9.643223e+00,9.085292e-02,-6.304645e-03,1.598361e-03,3.596767e-02
1.642977e+00,9.594733e+00,2.264884e-01,-1.839446e-03,-1.785486e-02,3.770069e-02
1.807654e+00,9.630325e+00,5.833894e-02,2.646530e-03,7.490112e-03,5.330816e-02
