1.173026e+00,8.929436e+00,3.785846e+00,2.354661e-03,-5.555556e-03,-1.044892e-03
1.124535e+00,8.919070e+00,3.844535e+00,-9.976865e-05,-4.706574e-03,-5.131065e-03
1.151461e+00,8.940000e+00,3.772359e+00,-3.583688e-03,-2.042199e-03,-5.555556e-03
1.094937e+00,8.897532e+00,3.808702e+00,1.247058e-03,-8.337255e-03,-7.362092e-03
1.051347e+00,8.920000e+00,3.840000e+00,1.111111e-03,-9.101699e-03,-4.145011e-03
1.025552e+00,8.945552e+00,3.835552e+00,-2.965045e-03,2.958799e-03,2.965045e-03
1.074414e+00,8.913117e+00,3.777207e+00,-1.577063e-03,1.415770e-02,8.422937e-03
1.166108e+00,8.936108e+00,3.840000e+00,0,-3.181818e-03,6.259019e-03
1.074867e+00,8.927434e+00,3.798849e+00,1.111111e-03,-7.668039e-03,3.638546e-03
1.152469e+00,8.935506e+00,3.815506e+00,4.227323e-04,6.135374e-03,5.555556e-03
1.223857e+00,8.923857e+00,3.807713e+00,3.765858e-03,6.174543e-03,2.408685e-03
1.180697e+00,8.902279e+00,3.824557e+00,-2.222222e-03,-8.664864e-03,-2.517918e-03
1.140000e+00,8.928877e+00,3.783708e+00,1.111111e-03,-4.795994e-03,-5.566848e-03
1.115482e+00,8.939036e+00,3.814518e+00,-1.534947e-03,-8.625449e-03,-9.152329e-03
1.058374e+00,8.920000e+00,3.793875e+00,-5.125594e-03,-1.204345e-02,-7.526590e-03
1.063904e+00,8.912191e+00,3.827809e+00,-2.222222e-03,-2.222222e-03,-2.623694e-03
1.050000e+00,8.948463e+00,3.813846e+00,3.560548e-04,8.589345e-06,1.119700e-03
1.119027e+00,8.928054e+00,3.825487e+00,1.743854e-03,2.854965e-03,4.047075e-03
1.140000e+00,8.901831e+00,3.810000e+00,8.914769e-04,4.478952e-04,5.999137e-03
1.120000e+00,8.937193e+00,3.830000e+00,1.540373e-03,-1.313090e-03,2.449505e-03
1.132681e+00,8.927319e+00,3.786340e+00,0,2.599419e-03,4.811402e-03
1.184625e+00,8.914625e+00,3.803125e+00,1.642651e-03,2.512008e-03,9.902343e-04
1.157734e+00,8.930000e+00,3.794089e+00,1.551574e-03,-4.694535e-03,-2.222222e-03
1.034069e+00,8.945931e+00,3.845931e+00,-6.183870e-04,-3.333333e-03,1.821263e-03
1.085007e+00,8.922504e+00,3.815007e+00,-2.228993e-03,5.181423e-03,2.222222e-03
1.154380e+00,8.935620e+00,3.831240e+00,3.359800e-03,9.188681e-03,5.176363e-03
1.148601e+00,8.920000e+00,3.798601e+00,2.868930e-03,1.990021e-03,3.565535e-03
1.114703e+00,8.917648e+00,3.800000e+00,-2.078653e-03,-2.078653e-03,2.640449e-03
1.086104e+00,8.926104e+00,3.790000e+00,1.219280e-03,-2.881043e-03,4.886928e-03
1.170000e+00,8.940278e+00,3.794861e+00,5.698891e-04,4.173833e-03,4.715055e-03
